city,year,Date_Quarter,bedrooms_count,average_rate_per_night,latitude,longitude,counties,zipcodes
Arlington,2015,Second,1,$29,32.7294323248112,-97.1408464153916,Tarrant County,76013
La Porte,2016,Second,1,$39,29.6185031967687,-95.0205279016814,Harris County,77571
Houston,2015,Second,1,$46,29.7396789013891,-95.3733369537495,Harris County,77004
Fulton,2017,Second,2,$195,28.064815488259697,-97.0355631368437,Aransas County,78358
Houston,2016,Third,2,$75,29.6994428065385,-95.35728876465109,Harris County,77021
Fulton,2017,Second,Studio,$87,28.0814619468658,-97.0382172286888,Aransas County,78358
Port Aransas,2016,Second,1,$185,27.8179253590453,-97.07024216787441,Nueces County,78373
Allen,2014,First,4,$245,33.1082887858503,-96.6993145926475,Collin County,75013
Bastrop,2015,Fourth,5,$450,30.112453378395198,-97.3043769203384,Bastrop County,78602
Atascocita,2017,First,1,$500,30.0054443247446,-95.1697876936083,Harris County,77346
Bedford,2014,Third,1,$41,32.8484910939654,-97.1298624608768,Tarrant County,76021
Galveston,2016,Third,1,$190,29.2612751445506,-94.8352228748958,Galveston County,77551
Smithville,2015,Third,1,$85,30.0054959546326,-97.1485379125746,Bastrop County,78957
Fort Worth,2017,Second,4,$275,32.8852114767729,-97.33626730564251,Tarrant County,76131
Houston,2015,Fourth,2,$90,29.710993022312397,-95.3724329678252,Harris County,77021
Austin,2014,Fourth,1,$150,30.259439048127103,-97.7662967863361,Travis County,78704
Arlington,2016,Fourth,1,$120,32.7525448097985,-97.15764162314991,Tarrant County,76012
Lake Dallas,2017,First,2,$50,33.138991273242695,-97.03758406771222,Denton County,75065
Galveston,2017,First,1,$129,29.267348858865798,-94.8264249357477,Galveston County,77551
Dallas,2013,Second,1,$65,32.7472547356248,-96.8544183922658,Dallas County,75208:75211
Galveston,2016,First,1,$86,29.3052557945568,-94.78776882050958,Galveston County,77550
Canyon,2017,Second,4,$249,35.0232048987429,-101.858116075363,Randall County,
Austin,2014,Second,2,$215,30.3145657540029,-97.69710223805589,Travis County,78723
Dallas,2016,First,1,$89,32.892081221953696,-96.7741788391455,Dallas County,75230
Plano,2017,Second,2,$65,33.0189708099412,-96.75256912069109,Collin County,75075
Dallas,2015,Fourth,1,$78,32.7805193371287,-96.7988290874498,Dallas County,75226
Fort Worth,2015,Fourth,1,$27,32.7414847195927,-97.3736621075981,Tarrant County,76107
Amarillo,2015,Fourth,1,$60,35.1181483750356,-101.911402969797,Randall County,79119
Dallas,2015,Third,1,$50,33.0065611267456,-96.831521098648,Collin County,75287
Dallas,2014,Second,1,$99,32.8305352161911,-96.7054774034125,Dallas County,75218
McKinney,2017,Second,1,$245,33.184052650271894,-96.66564368029051,Collin County,75072
Dallas,2017,First,1,$62,32.9108736775595,-96.7711528365478,Dallas County,75230
Port Aransas,2016,First,2,$305,27.774964071222,-97.1039662085591,Nueces County,
Bedford,2016,Fourth,1,$79,32.836986336660196,-97.1378717340794,Tarrant County,76022-5841
Abilene,2015,Second,1,$45,32.6119944420483,-99.6843325377846,Jones County,79601
Fort Worth,2015,First,1,$45,32.877271607741605,-97.32628039492741,Tarrant County,76131
Arlington,2014,Fourth,1,$50,32.7662360791481,-97.0769529399326,Tarrant County,76006
Chandler,2015,First,1,$125,32.262054708551396,-95.5593280179608,Henderson County,75758
Arlington,2016,Third,2,$150,32.7654975666738,-97.0935740744268,Tarrant County,76011
Denton,2016,Third,1,$64,33.1995561466147,-97.1491173323374,Denton County,76205
Fort Worth,2015,Fourth,3,$120,32.6897188324312,-97.51127374254659,Tarrant County,76126
Surfside Beach,2016,Second,3,$225,28.9461002909831,-95.2922584426942,Brazoria County,77541
Plano,2016,Third,1,$35,33.076277185211396,-96.76810822951201,Collin County,75025
McKinney,2016,Third,2,$142,33.2111862528375,-96.62234964641729,Collin County,75069
Houston,2016,First,Studio,$69,29.7377184204677,-95.3286185587633,Harris County,77023
McKinney,2017,Second,1,$50,33.1639010373599,-96.7109954018572,Collin County,75072
McKinney,2014,Third,3,$155,33.192434072940195,-96.6424647953328,Collin County,75072
Richmond,2016,Fourth,4,$2800,29.6813428521684,-95.7392052704093,Fort Bend County,77406
Austin,2015,Second,Studio,$118,30.278296323148798,-97.7529642062388,Travis County,78705-5609
Rosenberg,2016,Fourth,3,$1000,29.5534497586162,-95.7538964424513,Fort Bend County,77471
Bolivar Peninsula,2015,Third,3,$300,29.4645814295037,-94.61304137443892,Galveston County,77650
Rockport,2017,First,3,$225,28.165084784200697,-97.01510063306671,Aransas County,78382
Beaumont,2016,Second,1,$50,30.0970023776184,-94.126425154826,Jefferson County,77703
Brazoria,2017,Second,3,$317,29.0221908199822,-95.59508697268758,Brazoria County,77422
Austin,2014,Fourth,1,$80,30.2243514625564,-97.7376903274368,Travis County,78741
Allen,2016,Second,3,$175,33.101323584671,-96.66622137012942,Collin County,75002
Dallas,2017,First,2,$130,32.7658979564591,-96.79610831163349,Dallas County,75215
Arlington,2016,Fourth,1,$40,32.623911769028695,-97.1197726653029,Tarrant County,76001
Buffalo Gap,2016,Third,1,$80,32.287029440995695,-99.826842790793,Taylor County,79508
Houston,2016,Second,1,$49,29.8020105961409,-95.3743884830629,Harris County,77009
Richmond,2017,First,4,$1250,29.633126970406998,-95.75415904597021,Fort Bend County,77406
Austin,2016,Second,1,$51,30.2302690031935,-97.7739866691721,Travis County,78704
Austin,2017,First,1,$175,30.2594776429935,-97.7373178206053,Travis County,78701
Houston,2016,Third,1,$70,29.780034647102603,-95.36691811704719,Harris County,77009
Grand Saline,2017,First,3,$75,32.628218125823196,-95.6797859919173,Van Zandt County,75140
Abilene,2016,Third,1,$150,32.4226606032375,-99.7485600853059,Taylor County,79605
Kingsville,2015,Second,1,$35,27.521316342899297,-97.8871606494619,Kleberg County,78364-1090
San Antonio,2015,First,1,$35,29.5134223742134,-98.4692829688055,Bexar County,78209
Rockport,2015,Second,Studio,$88,28.032543798850497,-97.0510896385272,Aransas County,78382
Waelder,2015,Second,1,$125,29.7908859588415,-97.32107820186529,Caldwell County,78959
Galveston,2015,Fourth,1,$129,29.265237978505503,-94.8296203770405,Galveston County,77551
Corpus Christi,2015,Third,Studio,$115,27.6113923430206,-97.2108951451693,Nueces County,78418
McKinney,2014,Second,3,$150,33.1729329980137,-96.65808743249409,Collin County,75072
Houston,2015,First,2,$450,29.9344082971423,-95.2327034427981,Harris County,
Houston,2014,Fourth,1,$60,29.5548052578885,-95.0775827563681,Harris County,77058
Surfside Beach,2015,Fourth,3,$237,28.9452282653007,-95.28844121642591,Brazoria County,77541
Galveston,2016,First,1,$175,29.2430710003165,-94.87069891355141,Galveston County,77552
Denton,2016,Fourth,1,$45,33.2107293399161,-97.1423403473569,Denton County,76201
Aransas Pass,2016,Third,2,$81,27.914090499175895,-97.1617054413879,San Patricio County,78336
Houston,2016,First,1,$41,29.7196695036129,-95.37430211643091,Harris County,77004
Dallas,2017,Second,2,$125,32.8759821929045,-96.75825720222531,Dallas County,75231
League City,2017,First,3,$179,29.513494136535396,-95.0562663509233,Galveston County,77573
Dallas,2015,Second,2,$175,32.807553002613204,-96.79054407155941,Dallas County,75204
Brookshire,2014,Third,1,$500,29.7566122485982,-96.0215075076911,Waller County,77423
Galveston,2013,Second,1,$70,29.2645239607917,-94.8737489722172,Galveston County,77554
Austin,2013,Second,1,$100,30.291191671357304,-97.7139537191325,Travis County,78722
Dallas,2016,Third,1,$41,32.895269708168605,-96.7284616802021,Dallas County,75243
Dallas,2013,Fourth,1,$43,32.8143583584814,-96.7821613364085,Dallas County,75206
Galveston,2015,Second,1,$89,29.299657384939,-94.78405236258351,Galveston County,77550
Plano,2015,Fourth,1,$85,33.082515290774005,-96.76466014033709,Collin County,75025
Dallas,2013,Second,1,$90,32.9078020547392,-96.8607243488381,Dallas County,75229
Denton,2017,Second,1,$25,33.251433303199605,-97.1277511670764,Denton County,76207
Little Elm,2014,Third,1,$40,33.173533943608604,-96.907101170593,Denton County,75068
Houston,2015,Fourth,1,$40,29.6977913184243,-95.38837692818069,Harris County,77054-1921
Amarillo,2015,Second,2,$100,35.1984098985874,-101.85807137008301,Potter County,79102
Lucas,2016,Fourth,4,$119,33.091520025978106,-96.59556434531531,Collin County,75002
Bacliff,2016,Fourth,Studio,$119,29.517044915145803,-94.98881182126179,Galveston County,77518
Dallas,2013,Second,1,$55,32.8997349499818,-96.7708003667582,Dallas County,75230
Manor,2015,Third,3,$180,30.357097960329398,-97.52340797004791,Travis County,78653
Smithville,2013,Third,2,$125,29.9862314708343,-97.30800116287121,Bastrop County,
Austin,2016,Second,1,$85,30.2296420318432,-97.8332820037871,Travis County,78749
Austin,2014,Second,Studio,$67,30.2387369150141,-97.74654423191771,Travis County,78704
Dallas,2014,Third,2,$147,32.814897879267505,-96.81252055345249,Dallas County,75219
Sugar Land,2017,Second,4,$250,29.6415982466393,-95.6366875631033,Fort Bend County,77498
Houston,2015,Second,1,$75,29.8070309029336,-95.36024734603942,Harris County,77009
Baird,2017,First,2,$180,32.3917463654751,-99.3936461506233,Callahan County,79504
San Antonio,2014,Second,Studio,$67,29.442729837782103,-98.4678039344634,Bexar County,78215
Arlington,2015,Second,1,$65,32.7577188273343,-97.0939824389179,Tarrant County,76011
Houston,2015,Fourth,1,$40,29.6660419143343,-95.2960902198856,Harris County,77061
Corpus Christi,2016,First,2,$199,27.6011023532565,-97.2159008833329,Nueces County,78418
Dallas,2015,First,2,$60,32.896249254967195,-96.77813742442308,Dallas County,75230
Houston,2016,Fourth,1,$85,29.7494107264615,-95.3793600725107,Harris County,77006
Dallas,2016,Third,1,$35,32.7908959944739,-96.78924961252008,Dallas County,75204
Flower Mound,2016,Second,1,$59,33.0124545620338,-97.0488238494405,Denton County,75028
Smithville,2013,Third,1,$125,29.987877069677896,-97.30824988176279,Bastrop County,
Arlington,2016,First,2,$115,32.7080703560043,-97.19886797035679,Tarrant County,76016
Dallas,2013,Fourth,1,$72,32.9828008472166,-96.7754606359151,Dallas County,75248
Freeport,2015,Second,1,$139,28.963920109847898,-95.2925091219802,Brazoria County,77541
Dallas,2016,Second,1,$37,32.8949295039901,-96.86206701896309,Dallas County,75229
Bandera,2014,Fourth,1,$40,29.7246794061329,-99.0691411793357,Bandera County,78003
Houston,2017,First,1,$49,29.583377273348304,-95.1113837359371,Harris County,77062
Highlands,2014,Fourth,2,$217,29.829236468063804,-95.05496087505729,Harris County,77562
Galveston,2015,Second,3,$250,29.4426006629252,-94.65737332745421,Galveston County,77650
Houston,2017,First,1,$77,29.7507297971325,-95.3669624512738,Harris County,77003
Dallas,2015,Third,1,$68,32.9077105599008,-96.7408244044978,Dallas County,75243
Austin,2016,Second,3,$130,30.1573756656426,-97.6462525471415,Travis County,78617
Houston,2016,Fourth,2,$45,29.6684672155666,-95.3696791137327,Harris County,77051
Fort Worth,2014,Third,3,$115,32.8398741572678,-97.37100911176191,Tarrant County,76131
Aubrey,2016,Third,1,$139,33.2438991164341,-96.96188600194391,Denton County,76227
San Antonio,2015,First,1,$62,29.4271931657131,-98.4655156247337,Bexar County,78202
Anna,2016,Third,1,$22,33.321053236466696,-96.58525312812691,Collin County,75454
San Antonio,2013,First,1,$58,29.4542555666784,-98.4795840163621,Bexar County,78212
League City,2016,First,1,$42,29.491165726025702,-95.13093637192709,Galveston County,77573
Dallas,2016,Third,2,$40,32.8969128016987,-96.8695319039417,Dallas County,75229
Dallas,2017,Second,Studio,$79,32.8309617930541,-96.74540512973742,Dallas County,75214
Corpus Christi,2015,Second,1,$140,27.6005880072142,-97.21609060839769,Nueces County,78418
Houston,2017,First,1,$45,29.688286295452105,-95.39359498012159,Harris County,77054
Plano,2014,First,3,$155,33.0176395325818,-96.77853378355731,Collin County,75093
Houston,2017,First,1,$59,29.5842532593273,-95.1122240415991,Harris County,77062
San Leon,2017,Second,2,$250,29.480167984036104,-94.91879689138409,Galveston County,77539
Fulton,2017,Second,Studio,$87,28.0814619468658,-97.0382172286888,Aransas County,78358
Dallas,2017,First,4,$1800,32.8683731642692,-96.83397290072809,Dallas County,75220
Flower Mound,2017,Second,1,$32,33.0417763538479,-97.05587949538342,Denton County,75028
Galveston,2014,First,3,$171,29.2809880335008,-94.8107136415321,Galveston County,77550
Arlington,2015,Fourth,1,$69,32.7662838932963,-97.1112995460177,Tarrant County,76011
East Bernard,2015,Fourth,1,$200,29.5248617820807,-96.1657083542144,Wharton County,77435
Addison,2015,Second,1,$26,32.9783000517673,-96.83167665183849,Dallas County,75001
Galveston,2016,Third,1,$225,29.2633330182475,-94.83580836344309,Galveston County,77551
Dallas,2015,First,1,$99,32.779038808311,-96.7828837062228,Dallas County,75226
Cedar Creek,2015,Fourth,1,$70,30.121427013323103,-97.4680104735642,Bastrop County,78612
Austin,2015,Third,1,$299,30.3174399345264,-97.6158788367284,Travis County,78724-1199
Addison,2016,Fourth,1,$40,32.936033183974,-96.8517032680587,Dallas County,75001
Euless,2013,First,1,$58,32.8324333587356,-97.1062597949621,Tarrant County,76040
Houston,2016,Third,3,$425,29.828388595054697,-95.0825998236063,Harris County,77049
Euless,2016,Third,3,$109,32.8120345884813,-97.10891512979059,Tarrant County,76040
Dallas,2014,First,1,$84,32.9924560668791,-96.8353906178074,Collin County,75287
Denton,2014,First,2,$120,33.226212706567104,-97.13949616620192,Denton County,76201
League City,2017,Second,2,$100,29.5441580454631,-95.06481960049369,Galveston County,77565
Canton,2016,Third,5,$735,32.4732512590937,-95.905349507756,Van Zandt County,75103
Houston,2016,Second,3,$450,29.5883407590951,-95.14573828887741,Harris County,77062
Rockport,2015,Second,1,$119,28.1020380749131,-97.0266996549847,Aransas County,78358
Denton,2015,Fourth,2,$50,33.2241347120034,-97.10392971696159,Denton County,76209
Canyon,2014,Third,2,$114,34.979232536565696,-101.92480859876899,Randall County,79016
Houston,2014,First,4,$250,29.810199600131103,-95.1683785752144,Harris County,77049
Katy,2017,First,5,$7000,29.741083158358002,-95.8284017079639,Fort Bend County,77494
Weatherford,2017,First,1,$75,32.7867042977958,-97.6995553427712,Parker County,76087
Denton,2013,Third,Studio,$68,33.237656948115394,-97.1073945863856,Denton County,76209
Rockport,2016,Fourth,1,$213,28.167091588064103,-97.01703200073021,Aransas County,78382
Houston,2014,First,1,$50,29.7830815157228,-95.3733124578524,Harris County,77009
Fort Worth,2015,Fourth,1,$40,32.7856012194004,-97.47186455441341,Tarrant County,76108
Allen,2016,Third,1,$40,33.087484738414396,-96.62450802266571,Collin County,75002
Houston,2016,Second,1,$109,29.751416668518,-95.3545493048172,Harris County,77003
Austin,2013,Second,1,$38,30.3518920281183,-97.60850489044608,Travis County,78754-5701
Katy,2016,Third,4,$190,29.7321779510234,-95.75752445676692,Fort Bend County,77450
Houston,2017,First,1,$35,30.019325067024198,-95.4705955007245,Harris County,77090
Galveston,2017,First,1,$135,29.2476781825672,-94.8590631221076,Galveston County,77552
Austin,2014,First,1,$59,30.193241622392897,-97.81804489809349,Travis County,78745
Plano,2015,First,2,$129,33.0753930682032,-96.82158440769992,Collin County,75024
League City,2015,Fourth,3,$325,29.5410713636592,-95.07696282690479,Galveston County,77573
Houston,2014,First,1,$90,29.7877056091922,-95.40521077954911,Harris County,77008
Houston,2017,First,1,$100,29.536974724137803,-95.08516010449681,Harris County,77058
Houston,2016,First,1,$55,29.7339210908115,-95.3235582670264,Harris County,77023
Corpus Christi,2015,Third,1,$140,27.600684704622804,-97.2175908819305,Nueces County,78418
Dickinson,2016,Third,5,$1000,29.4561021096124,-94.980424453881,Galveston County,77539
Dallas,2014,Fourth,Studio,$130,32.822437741381805,-96.7724240613331,Dallas County,75206
Bolivar Peninsula,2017,Second,1,$90,29.4327014275344,-94.7104648988892,Galveston County,77650
Silsbee,2016,Second,2,$59,30.3136018074386,-94.1784790577013,Hardin County,77656
Houston,2016,First,1,$60,29.5680033128035,-95.10970122333359,Harris County,77058
Galveston,2014,Third,2,$165,29.289803672601103,-94.8009029260701,Galveston County,77550
Fort Worth,2015,First,5,$1350,32.7770598940771,-97.2274175068157,Tarrant County,76112
Port Aransas,2017,First,1,$180,27.815775929738198,-97.0709523376075,Nueces County,78373
Richmond,2016,Second,1,$150,29.6876947652569,-95.748103458669,Fort Bend County,77406
Galveston,2017,First,Studio,$175,29.297425566221104,-94.78257622415609,Galveston County,77550
Fort Worth,2016,First,1,$40,32.7138924468499,-97.46631842157271,Tarrant County,76116
Houston,2015,Second,1,$22,29.8000712381527,-95.3510791143886,Harris County,77009
Denton,2014,First,1,$37,33.2221657805077,-97.13021308350679,Denton County,76201
Houston,2016,Second,1,$80,29.7985488720253,-95.40033172032601,Harris County,77008
Dallas,2015,Fourth,1,$22,32.865387862470605,-96.86835325275379,Dallas County,75220
Houston,2014,Third,1,$84,29.7475960122081,-95.3797162675067,Harris County,77006
Dallas,2014,Third,2,$169,32.9120148364158,-96.8066955733901,Dallas County,75230
Houston,2015,Third,1,$60,29.755619217244398,-95.3494533308532,Harris County,77003
Dallas,2014,Second,1,$49,32.788747609758,-96.69109656531299,Dallas County,75227
Justin,2017,Second,2,$150,33.0451769218973,-97.3217075150516,Denton County,76247
Plano,2016,Fourth,1,$39,33.091949100566396,-96.7518743998328,Collin County,75025
Corpus Christi,2016,Fourth,3,$289,27.5902822535993,-97.22479712659072,Nueces County,78418
Dallas,2014,Third,1,$95,32.8220781388549,-96.7726567096147,Dallas County,75206
Richmond,2014,Second,2,$80,29.693766635460502,-95.7479837506423,Fort Bend County,77407
Frisco,2014,Third,3,$52,33.172492414939,-96.8624034038591,Denton County,75033
Corpus Christi,2017,First,3,$273,27.6298359516289,-97.2324660872183,Nueces County,78418
Arlington,2017,First,1,$75,32.7627739552879,-97.08689684310471,Tarrant County,76011
Denton,2015,Third,4,$129,33.220422668457104,-97.1066648707391,Denton County,76209
McKinney,2014,Second,1,$75,33.176664202899,-96.6299959958455,Collin County,75069
San Antonio,2016,Fourth,1,$29,29.5025192067206,-98.39393796278351,Bexar County,78218
Denton,2017,First,1,$40,33.2140326081696,-97.11790212317992,Denton County,76205
Smithville,2013,Third,2,$115,29.9880643444428,-97.3073417118445,Bastrop County,78953
Houston,2016,First,Studio,$25,29.7335020344996,-95.3219686501362,Harris County,77023
Dallas,2015,Third,4,$650,32.9032825089524,-96.74955168583651,Dallas County,75243
Allen,2016,Third,1,$106,33.1047648151858,-96.66373930572719,Collin County,75002
Bandera,2014,Fourth,1,$68,29.7242473271872,-99.0711334843322,Bandera County,78003
Bandera,2015,Third,1,$117,29.760566884776804,-99.07224378699671,Bandera County,78003
Elgin,2017,First,2,$105,30.2863598334797,-97.37271818374901,Bastrop County,78621
Galveston,2015,First,1,$80,29.2981099825481,-94.7923209829802,Galveston County,77551
Fort Worth,2015,First,1,$58,32.7383402574058,-97.3846987437226,Tarrant County,76107
Houston,2017,First,1,$60,29.540502345501103,-95.0975107639871,Harris County,77058
Fort Worth,2015,Second,1,$12,32.7372540323188,-97.4676607230299,Tarrant County,76116
McKinney,2016,Second,2,$58,33.2079879314307,-96.6420167572954,Collin County,75071
Baytown,2017,Second,4,$230,29.769355917515302,-94.9587052967616,Harris County,77521
Galveston,2015,Second,1,$259,29.2289350516417,-94.8944828898809,Galveston County,77554
Fort Worth,2016,First,4,$349,32.6315830993873,-97.48943983369949,Tarrant County,76126
Fort Worth,2016,First,Studio,$99,32.7419482119409,-97.3824683397523,Tarrant County,76107
Houston,2015,First,1,$50,29.7758483098463,-95.3639174035816,Harris County,77009
San Antonio,2014,Third,4,$169,29.4291696271663,-98.46745868937201,Bexar County,78202
Sugar Land,2016,Third,3,$900,29.5374074688943,-95.5987472429554,Fort Bend County,77479
Fort Worth,2015,Fourth,3,$350,32.7527645691166,-97.3730624651401,Tarrant County,76107
Dallas,2015,Third,1,$62,32.7683300928254,-96.6915199447524,Dallas County,75227
Plano,2016,Second,1,$35,33.0712550766984,-96.70956503697599,Collin County,75023
Winnie,2017,First,2,$175,29.7873825390839,-94.3421567520566,Jefferson County,77665
Kemah,2016,First,3,$300,29.5495632744876,-95.05244445612949,Galveston County,77565
Southlake,2014,Second,1,$120,32.9960773293333,-97.1596474897009,Denton County,76092
Corpus Christi,2016,Second,2,$180,27.589860818087,-97.22687363612779,Nueces County,
Galveston,2013,Third,1,$199,29.262747078257103,-94.83762944727721,Galveston County,77551
Houston,2016,Third,1,$45,29.810134833778502,-95.3858171493148,Harris County,77009
Lake Jackson,2016,First,3,$400,29.0482331515377,-95.4292943096183,Brazoria County,77566
White Settlement,2016,Third,1,$40,32.7446460329214,-97.47061274019791,Tarrant County,76108
Amarillo,2016,First,3,$255,35.1416591247212,-101.89761973210399,Randall County,79109
Austin,2014,Second,Studio,$150,30.3042300397722,-97.7178818601348,Travis County,78751
McKinney,2017,First,2,$71,33.1737950273692,-96.68158246530649,Collin County,75070
Sugar Land,2017,First,5,$2500,29.582582617335,-95.67249813218599,Fort Bend County,77479
Katy,2017,First,2,$110,29.7135520096205,-95.8128285051793,Fort Bend County,25826
San Antonio,2015,Fourth,1,$159,29.422318944093103,-98.49135351777781,Bexar County,78205
Fort Worth,2017,First,1,$67,32.751588114019796,-97.37301833947541,Tarrant County,76107
Kemah,2015,Fourth,1,$70,29.541668734896803,-95.0202545318392,Galveston County,77565
Aransas Pass,2015,First,2,$175,27.902499833742105,-97.14675564829479,San Patricio County,78336
Houston,2016,Fourth,1,$81,29.754844815894998,-95.3891310070163,Harris County,77019
Corpus Christi,2017,Second,2,$225,27.608368632972102,-97.208748512189,Nueces County,78418
Austin,2014,Fourth,1,$69,30.2501347167716,-97.72985066988659,Travis County,78702
Beaumont,2015,Second,1,$45,30.054099382957503,-94.19976923030441,Jefferson County,77707
La Porte,2016,First,4,$134,29.6767257586932,-95.0462573779638,Harris County,77571
Houston,2017,First,2,$90,29.572230152204103,-95.12051857736608,Harris County,77062
Houston,2015,Third,1,$65,29.751534486584,-95.3824583350564,Harris County,77006
Frankston,2016,First,6,$425,32.086486342625,-95.46477328209009,Henderson County,75763
Galveston,2015,Third,1,$101,29.2905402073998,-94.7968153962049,Galveston County,77550
Plano,2017,Second,1,$40,33.0479317811386,-96.79569904152201,Collin County,75093
Houston,2014,Second,Studio,$91,29.749801968512397,-95.3550505646514,Harris County,77003
Dallas,2016,Second,3,$125,33.0054047848409,-96.83485368872678,Collin County,75287
Abilene,2014,First,6,$1500,32.4432658737939,-99.7492979288723,Taylor County,79605
Houston,2015,Fourth,4,$2610,29.7925752267479,-95.3839365724634,Harris County,77009
Freeport,2017,Second,3,$375,28.945771988375803,-95.28871532162572,Brazoria County,77541
Houston,2016,Fourth,1,$89,29.748676309744702,-95.38025266283091,Harris County,77006
Rockport,2015,Third,2,$150,28.014673193108603,-97.0566841863823,Aransas County,78382
Arlington,2016,First,Studio,$95,32.7306363459835,-97.1589797595055,Tarrant County,76013
Austin,2016,Second,3,$147,30.238842898831702,-97.57152212361531,Travis County,78725
Bastrop,2014,Fourth,1,$45,30.108240611498104,-97.3142735792564,Bastrop County,78602
Houston,2015,Second,4,$1000,29.795065318038898,-95.18007357024729,Harris County,77015
Argyle,2016,Third,1,$175,33.1007328064622,-97.1054127115879,Denton County,76226
Plano,2015,Second,1,$115,33.07194906163561,-96.82239912390492,Collin County,75024
Dallas,2015,Third,2,$105,33.0012502779227,-96.84346143008992,Collin County,75287
League City,2015,Fourth,3,$147,29.538935008495397,-95.0699952907137,Galveston County,77573
Dallas,2016,Third,1,$94,32.790709301431306,-96.78809130151208,Dallas County,75204
Houston,2016,Second,2,$99,29.6907637847603,-95.3317335019198,Harris County,77033
Texas City,2017,Second,Studio,$1390,29.3890252684592,-94.9311971604294,Galveston County,77590
Baytown,2017,First,1,$200,29.781007898463898,-94.99711889421509,Harris County,77521
Dallas,2017,Second,2,$55,32.758954623678996,-96.6971294549549,Dallas County,75227
Alpine,2013,Fourth,1,$90,30.355715632821603,-103.665324455311,Brewster County,79830
Bastrop,2014,Second,1,$1800,30.0837591239601,-97.29761001488409,Bastrop County,78602
McKinney,2013,Third,1,$30,33.2039255948117,-96.62520987670709,Collin County,75069
Manor,2017,First,1,$700,30.345952771465,-97.52808901205209,Travis County,78653
Corpus Christi,2016,Third,3,$402,27.6097334255354,-97.2102238771315,Nueces County,78418
Seabrook,2016,Second,2,$80,29.568096936585103,-95.0353045373899,Harris County,77586
Humble,2014,Third,5,$165,29.941549154677897,-95.250319039212,Harris County,77396
Tool,2014,Fourth,3,$240,32.3066289925626,-96.18060260649571,Henderson County,75143
Bastrop,2016,Third,3,$275,30.147771712641603,-97.415506964093,Bastrop County,
Aubrey,2016,Third,4,$2000,33.2384898691712,-97.0093257832105,Denton County,76227
San Antonio,2017,First,3,$69,29.4422152213165,-98.4860438255373,Bexar County,78212
San Antonio,2017,Second,Studio,$50,29.4613525059651,-98.5303398375782,Bexar County,78201
Bandera,2015,Third,1,$122,29.743542211312104,-99.1437706349621,Bandera County,
Baytown,2017,Second,4,$230,29.769355917515302,-94.9587052967616,Harris County,77521
Corpus Christi,2015,Second,3,$425,27.604626589246603,-97.21099558758709,Nueces County,
Houston,2016,Second,1,$35,29.6053582045735,-95.2144751265013,Harris County,77089
Pasadena,2015,Third,1,$165,29.6777474073678,-95.165870308849,Harris County,77505
Austin,2013,Third,3,$250,30.2379566053657,-97.579652914436,Travis County,78725
Bastrop,2016,First,1,$105,30.125115823397497,-97.30433781163809,Bastrop County,78602
League City,2015,Fourth,3,$147,29.538935008495397,-95.0699952907137,Galveston County,77573
Dallas,2015,Fourth,1,$86,32.808951181180504,-96.75402608556419,Dallas County,75214
Crystal Beach,2014,First,2,$325,29.4515392997402,-94.63106869854721,Galveston County,77650
Dallas,2013,Fourth,1,$65,32.7798248978018,-96.79030510405019,Dallas County,75226
Dallas,2015,Third,4,$425,32.804900412162105,-96.7542725998226,Dallas County,75214
Austin,2017,First,1,$99,30.2862385211484,-97.7451145732044,Travis County,78705
Corpus Christi,2015,Fourth,3,$275,27.6060239442353,-97.2120216356345,Nueces County,78418
Matagorda,2017,First,1,$95,28.6948166973021,-95.9671256214096,Matagorda County,77457
Houston,2016,Third,3,$200,29.813617359398602,-95.4213943112565,Harris County,77018
Bacliff,2015,Third,2,$150,29.510535391712498,-94.97550032579309,Galveston County,77518
Dallas,2013,Fourth,3,$369,32.7777139336539,-96.7940841100573,Dallas County,75201
Baird,2016,Third,2,$200,32.3148100115514,-99.37959535319771,Callahan County,79504
Mason,2015,Third,1,$95,30.7502027002777,-99.23478091636059,Mason County,76856
League City,2017,Second,2,$100,29.5441580454631,-95.06481960049369,Galveston County,77565
Plano,2016,Third,3,$194,33.0849532940703,-96.78346949481121,Collin County,75024
Dallas,2013,Fourth,1,$29,33.0104750223703,-96.844650839138,Denton County,75287
Katy,2016,Fourth,1,$490,29.705456369447,-95.76293218154791,Fort Bend County,77494
Rockport,2016,First,3,$345,28.1013737635431,-97.02616768615391,Aransas County,78358
Dallas,2016,Fourth,3,$399,32.903978345064004,-96.83084485563678,Dallas County,75229
Fort Worth,2016,Third,1,$45,32.841063972178695,-97.2261047316515,Tarrant County,76180
Dallas,2014,Second,2,$175,32.8145317750314,-96.7631212291128,Dallas County,75206
Austin,2015,Third,1,$100,30.246423040002398,-97.7712298289147,Travis County,78704
Plano,2017,Second,1,$80,33.0745726514457,-96.82247201859508,Collin County,75024
Bastrop,2015,Fourth,5,$450,30.112453378395198,-97.3043769203384,Bastrop County,78602
Bandera,2015,Third,2,$159,29.7430177964336,-99.06840704968259,Bandera County,78003
Bastrop County,2016,Fourth,1,$100,30.1160716520581,-97.57504219096519,Bastrop County,78617
Denton,2015,Third,1,$34,33.2155482474139,-97.1487443213455,Denton County,76201
Dallas,2014,Second,1,$40,33.0111249255168,-96.8074259753733,Collin County,75252
